product_name,color,product_category,mrp,total_sizes,available_size,brand_name,retailer,description,pdp_url,rating,review_count,scrapping_datetime
b.cherished Thong,Mahogany Rose,PANTIES,18,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,This confetti lace thong with figure flattering corsetry details is downright covetable.  The delicate scallop trim along the legs and back and banded waist detail that gleams make this panty pretty perfect from top to bottom.,b.cherished Thong,NULL,NULL,25-04-20 13:49
b.cherished Thong,Night,PANTIES,18,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,This confetti lace thong with figure flattering corsetry details is downright covetable.  The delicate scallop trim along the legs and back and banded waist detail that gleams make this panty pretty perfect from top to bottom.,b.cherished Thong,NULL,NULL,25-04-20 13:49
b.provocative Bikini,Night,PANTIES,19,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"A classic silhouette with timeless appliqued lace and modern stretch fabric with an opalescent sheen, this style canâ€™t help but entice.",b.provocative Bikini,NULL,NULL,25-04-20 13:49
b.provocative Bikini,Marine,PANTIES,19,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"A classic silhouette with timeless appliqued lace and modern stretch fabric with an opalescent sheen, this style canâ€™t help but entice.",b.provocative Bikini,NULL,NULL,25-04-20 13:49
b.enticing Boyshort,Au Natural,PANTIES,26,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"Delivering both full-fledged sexy AND all-out comfy, this boyshort does not make compromises. And that is why we love it so. The style will lure you in with lace, and keep you captivated with its foolproof fit.",b.enticing Boyshort,NULL,NULL,25-04-20 13:49
b.enticing Boyshort,Night,PANTIES,26,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"Delivering both full-fledged sexy AND all-out comfy, this boyshort does not make compromises. And that is why we love it so. The style will lure you in with lace, and keep you captivated with its foolproof fit.",b.enticing Boyshort,NULL,NULL,25-04-20 13:49
b.splendid Bikini,Pansy Heather,PANTIES,18,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"This bikini fits so well you wish it could be worn on the beach. The fabric feels amazing on the skin and the bonded leg is â€œindustry speakâ€ for no visible panty line, ever.",b.splendid Bikini,NULL,NULL,25-04-20 13:49
b.splendid Bikini,Pink Yarrow Heather,PANTIES,18,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"This bikini fits so well you wish it could be worn on the beach. The fabric feels amazing on the skin and the bonded leg is â€œindustry speakâ€ for no visible panty line, ever.",b.splendid Bikini,NULL,NULL,25-04-20 13:49
b.splendid Bikini,Au Natural/Heather,PANTIES,18,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"This bikini fits so well you wish it could be worn on the beach. The fabric feels amazing on the skin and the bonded leg is â€œindustry speakâ€ for no visible panty line, ever.",b.splendid Bikini,NULL,NULL,25-04-20 13:49
b.splendid Bikini,Limoges/Heather,PANTIES,18,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"This bikini fits so well you wish it could be worn on the beach. The fabric feels amazing on the skin and the bonded leg is â€œindustry speakâ€ for no visible panty line, ever.",b.splendid Bikini,NULL,NULL,25-04-20 13:49
